kingdom,phylum,class,genus,species,bacteria,strain_id,bacgroup,order
Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_salivarius,Lactobacillus_salivarius_UCC118_uid58233,2814,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_sanfranciscensis,Lactobacillus_sanfranciscensis_TMW_1_1304_uid72937,2815,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_garvieae,Lactococcus_garvieae_ATCC_49156_uid73413,2816,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis,Lactococcus_lactis_cremoris_MG1363_uid58837,2819,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis,Lactococcus_lactis_cremoris_SK11_uid57983,902,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis,Lactococcus_lactis_Il1403_uid57671,904,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis,Lactococcus_lactis_KF147_uid42831,3179,Bacilli,Lactobacillales
Bacteria,Proteobacteria,Betaproteobacteria,Laribacter,Laribacter_hongkongensis,Laribacter_hongkongensis_HLHK9_uid59265,3201,Betaproteobacteria,Neisseriales
Bacteria,Proteobacteria,Deltaproteobacteria,Lawsonia,Lawsonia_intracellularis,Lawsonia_intracellularis_PHE_MN1_00_uid61575,3202,Deltaproteobacteria,Desulfovibrionales
Bacteria,Bacteroidetes,Cytophagia,Leadbetterella,Leadbetterella_byssophila,Leadbetterella_byssophila_DSM_17132_uid60161,3766,Bacteroidetes,Cytophagales
Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_longbeachae,Legionella_longbeachae_NSW150_uid46099,1713,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila,Legionella_pneumophila_2300_99_Alcoy_uid48801,3769,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila,Legionella_pneumophila_Corby_uid58733,3771,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila,Legionella_pneumophila_Lens_uid58209,1714,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila,Legionella_pneumophila_Paris_uid58211,3935,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila,Legionella_pneumophila_Philadelphia_1_uid57609,13,Gammaproteobacteria,Legionellales
Bacteria,Actinobacteria,Actinobacteria,Leifsonia,Leifsonia_xyli,Leifsonia_xyli_CTCB07_uid57759,1900,Actinobacteria,Actinomycetales
Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_biflexa,Leptospira_biflexa_serovar_Patoc__Patoc_1__Ames__uid58511,1901,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_biflexa,Leptospira_biflexa_serovar_Patoc__Patoc_1__Paris__uid58993,1902,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_borgpetersenii,Leptospira_borgpetersenii_serovar_Hardjo_bovis_JB197_uid58509,1903,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_borgpetersenii,Leptospira_borgpetersenii_serovar_Hardjo_bovis_L550_uid58507,14,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_interrogans,Leptospira_interrogans_serovar_Copenhageni_Fiocruz_L1_130_uid58065,19,Spirochaetes,Spirochaetales
Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_interrogans,Leptospira_interrogans_serovar_Lai_56601_uid57881,20,Spirochaetes,Spirochaetales
Bacteria,Proteobacteria,Betaproteobacteria,Leptothrix,Leptothrix_cholodnii,Leptothrix_cholodnii_SP_6_uid58971,22,Betaproteobacteria,Burkholderiales
Bacteria,Fusobacteria,Fusobacteriia,Leptotrichia,Leptotrichia_buccalis,Leptotrichia_buccalis_C_1013_b_uid59211,34,Fusobacteria,Fusobacteriales
Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_C2,Leuconostoc_C2_uid68743,35,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_citreum,Leuconostoc_citreum_KM20_uid58481,38,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_gasicomitatum,Leuconostoc_gasicomitatum_LMG_18811_uid50385,39,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_kimchii,Leuconostoc_kimchii_IMSNU_11154_uid48589,23,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Leuconostoc,Leuconostoc_mesenteroides,Leuconostoc_mesenteroides_ATCC_8293_uid57919,24,Bacilli,Lactobacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_innocua,Listeria_innocua_Clip11262_uid61567,26,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_ivanovii,Listeria_ivanovii_PAM_55_uid73473,27,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes,Listeria_monocytogenes_08_5923_uid43727,1914,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes,Listeria_monocytogenes_Clip80459_uid59317,1917,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes,Listeria_monocytogenes_EGD_e_uid61583,1918,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes,Listeria_monocytogenes_HCC23_uid59203,1921,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes,Listeria_monocytogenes_serotype_4b_F2365_uid57689,29,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_monocytogenes,Listeria_monocytogenes_uid43671,40,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_seeligeri,Listeria_seeligeri_serovar_1_2b_SLCC3954_uid46215,41,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Listeria,Listeria_welshimeri,Listeria_welshimeri_serovar_6b_SLCC5334_uid61605,42,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Lysinibacillus,Lysinibacillus_sphaericus,Lysinibacillus_sphaericus_C3_41_uid58945,43,Bacilli,Bacillales
Bacteria,Firmicutes,Bacilli,Macrococcus,Macrococcus_caseolyticus,Macrococcus_caseolyticus_JCSC5402_uid59003,44,Bacilli,Bacillales
Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcus,Magnetococcus_MC,Magnetococcus_MC_1_uid57833,45,Alphaproteobacteria,Magnetococcales
Bacteria,Proteobacteria,Alphaproteobacteria,Magnetospirillum,Magnetospirillum_magneticum,Magnetospirillum_magneticum_AMB_1_uid58527,46,Alphaproteobacteria,Rhodospirillales
Bacteria,Firmicutes,Clostridia,Mahella,Mahella_australiensis,Mahella_australiensis_50_1_BON_uid66917,47,Clostridia,Thermoanaerobacterales
Bacteria,Proteobacteria,Gammaproteobacteria,Mannheimia,Mannheimia_succiniciproducens,Mannheimia_succiniciproducens_MBEL55E_uid58197,48,Gammaproteobacteria,Pasteurellales
Bacteria,Proteobacteria,Alphaproteobacteria,Maricaulis,Maricaulis_maris,Maricaulis_maris_MCS10_uid58689,49,Alphaproteobacteria,Rhodobacterales
Bacteria,-,Deinococci,Marinithermus,Marinithermus_hydrothermalis,Marinithermus_hydrothermalis_DSM_14884_uid65783,50,Deinococci,Thermales
Bacteria,Proteobacteria,Gammaproteobacteria,Marinobacter,Marinobacter_aquaeolei,Marinobacter_aquaeolei_VT8_uid59419,53,Gammaproteobacteria,Alteromonadales
Bacteria,Proteobacteria,Gammaproteobacteria,Marinomonas,Marinomonas_mediterranea,Marinomonas_mediterranea_MMB_1_uid64753,1927,Gammaproteobacteria,Oceanospirillales
Bacteria,Proteobacteria,Gammaproteobacteria,Marinomonas,Marinomonas_MWYL1,Marinomonas_MWYL1_uid58715,1928,Gammaproteobacteria,Oceanospirillales
Bacteria,Proteobacteria,Gammaproteobacteria,Marinomonas,Marinomonas_posidonica,Marinomonas_posidonica_IVIA_Po_181_uid67323,1929,Gammaproteobacteria,Oceanospirillales
Bacteria,Bacteroidetes,Cytophagia,Marivirga,Marivirga_tractuosa,Marivirga_tractuosa_DSM_4126_uid60837,1930,Bacteroidetes,Cytophagales
Bacteria,Firmicutes,Negativicutes,Megasphaera,Megasphaera_elsdenii,Megasphaera_elsdenii_DSM_20460_uid71135,54,Negativicutes,Selenomonadales
Bacteria,-,Deinococci,Meiothermus,Meiothermus_ruber,Meiothermus_ruber_DSM_1279_uid46661,72,Deinococci,Thermales
Bacteria,-,Deinococci,Meiothermus,Meiothermus_silvanus,Meiothermus_silvanus_DSM_9946_uid49485,1937,Deinococci,Thermales
Bacteria,Firmicutes,Bacilli,Melissococcus,Melissococcus_plutonius,Melissococcus_plutonius_ATCC_35311_uid66803,1939,Bacilli,Lactobacillales
Bacteria,Tenericutes,Mollicutes,Mesoplasma,Mesoplasma_florum,Mesoplasma_florum_L1_uid58055,1942,Tenericutes,Entomoplasmatales
Bacteria,Proteobacteria,Alphaproteobacteria,Mesorhizobium,Mesorhizobium_loti,Mesorhizobium_loti_MAFF303099_uid57601,1944,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Mesorhizobium,Mesorhizobium_opportunistum,Mesorhizobium_opportunistum_WSM2075_uid40861,74,Alphaproteobacteria,Rhizobiales
Archaea,Crenarchaeota,Thermoprotei,Metallosphaera,Metallosphaera_cuprina,Metallosphaera_cuprina_Ar_4_uid66329,1950,Crenarchaeota,Sulfolobales
Archaea,Crenarchaeota,Thermoprotei,Metallosphaera,Metallosphaera_sedula,Metallosphaera_sedula_DSM_5348_uid58717,1951,Crenarchaeota,Sulfolobales
Archaea,Euryarchaeota,Methanobacteria,Methanobacterium,Methanobacterium_AL,Methanobacterium_AL_21_uid63623,1956,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanobacteria,Methanobacterium,Methanobacterium_SWAN,Methanobacterium_SWAN_1_uid67359,80,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanobacteria,Methanobrevibacter,Methanobrevibacter_ruminantium,Methanobrevibacter_ruminantium_M1_uid45857,1958,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanobacteria,Methanobrevibacter,Methanobrevibacter_smithii,Methanobrevibacter_smithii_ATCC_35061_uid58827,1961,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_fervens,Methanocaldococcus_fervens_AG86_uid59347,86,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_FS406,Methanocaldococcus_FS406_22_uid42499,87,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_infernus,Methanocaldococcus_infernus_ME_uid48803,1969,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_jannaschii,Methanocaldococcus_jannaschii_DSM_2661_uid57713,1964,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanocaldococcus,Methanocaldococcus_vulcanius,Methanocaldococcus_vulcanius_M7_uid41131,1965,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanomicrobia,Methanocella,Methanocella_arvoryzae,Methanocella_arvoryzae_MRE50_uid61623,1966,Euryarchaeota,Methanocellales
Archaea,Euryarchaeota,Methanomicrobia,Methanocella,Methanocella_paludicola,Methanocella_paludicola_SANAE_uid42887,1968,Euryarchaeota,Methanocellales
Archaea,Euryarchaeota,Methanomicrobia,Methanococcoides,Methanococcoides_burtonii,Methanococcoides_burtonii_DSM_6242_uid58023,2014,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_aeolicus,Methanococcus_aeolicus_Nankai_3_uid58823,2083,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis,Methanococcus_maripaludis_C5_uid58741,255,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis,Methanococcus_maripaludis_C6_uid58947,256,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis,Methanococcus_maripaludis_C7_uid58847,254,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis,Methanococcus_maripaludis_S2_uid58035,257,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_maripaludis,Methanococcus_maripaludis_X1_uid70729,305,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_vannielii,Methanococcus_vannielii_SB_uid58767,342,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanococci,Methanococcus,Methanococcus_voltae,Methanococcus_voltae_A3_uid49529,2171,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanomicrobia,Methanocorpusculum,Methanocorpusculum_labreanum,Methanocorpusculum_labreanum_Z_uid58785,2172,Euryarchaeota,Methanomicrobiales
Archaea,Euryarchaeota,Methanomicrobia,Methanoculleus,Methanoculleus_marisnigri,Methanoculleus_marisnigri_JR1_uid58561,2174,Euryarchaeota,Methanomicrobiales
Archaea,Euryarchaeota,Methanomicrobia,Methanohalobium,Methanohalobium_evestigatum,Methanohalobium_evestigatum_Z_7303_uid49857,2175,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanomicrobia,Methanohalophilus,Methanohalophilus_mahii,Methanohalophilus_mahii_DSM_5219_uid47313,2176,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanomicrobia,Methanoplanus,Methanoplanus_petrolearius,Methanoplanus_petrolearius_DSM_11571_uid52695,2177,Euryarchaeota,Methanomicrobiales
Archaea,Euryarchaeota,Methanopyri,Methanopyrus,Methanopyrus_kandleri,Methanopyrus_kandleri_AV19_uid57883,2178,Euryarchaeota,Methanopyrales
Archaea,Euryarchaeota,Methanomicrobia,Methanoregula,Methanoregula_boonei,Methanoregula_boonei_6A8_uid58815,2179,Euryarchaeota,Methanomicrobiales
Archaea,Euryarchaeota,Methanomicrobia,Methanosaeta,Methanosaeta_concilii,Methanosaeta_concilii_GP6_uid66207,2180,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanomicrobia,Methanosaeta,Methanosaeta_thermophila,Methanosaeta_thermophila_PT_uid58469,2182,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanomicrobia,Methanosalsum,Methanosalsum_zhilinae,Methanosalsum_zhilinae_DSM_4017_uid68249,2183,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcina,Methanosarcina_acetivorans,Methanosarcina_acetivorans_C2A_uid57879,2251,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcina,Methanosarcina_barkeri,Methanosarcina_barkeri_Fusaro_uid57715,2252,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcina,Methanosarcina_mazei,Methanosarcina_mazei_Go1_uid57893,2253,Euryarchaeota,Methanosarcinales
Archaea,Euryarchaeota,Methanobacteria,Methanosphaera,Methanosphaera_stadtmanae,Methanosphaera_stadtmanae_DSM_3091_uid58407,2255,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanomicrobia,Methanosphaerula,Methanosphaerula_palustris,Methanosphaerula_palustris_E1_9c_uid59193,2256,Euryarchaeota,Methanomicrobiales
Archaea,Euryarchaeota,Methanomicrobia,Methanospirillum,Methanospirillum_hungatei,Methanospirillum_hungatei_JF_1_uid58181,2257,Euryarchaeota,Methanomicrobiales
Archaea,Euryarchaeota,Methanobacteria,Methanothermobacter,Methanothermobacter_marburgensis,Methanothermobacter_marburgensis_Marburg_uid51637,2258,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanobacteria,Methanothermobacter,Methanothermobacter_thermautotrophicus,Methanothermobacter_thermautotrophicus_Delta_H_uid57877,2259,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanococci,Methanothermococcus,Methanothermococcus_okinawensis,Methanothermococcus_okinawensis_IH1_uid51535,2260,Euryarchaeota,Methanococcales
Archaea,Euryarchaeota,Methanobacteria,Methanothermus,Methanothermus_fervidus,Methanothermus_fervidus_DSM_2088_uid60167,2264,Euryarchaeota,Methanobacteriales
Archaea,Euryarchaeota,Methanococci,Methanotorris,Methanotorris_igneus,Methanotorris_igneus_Kol_5_uid67321,2272,Euryarchaeota,Methanococcales
Bacteria,Verrucomicrobia,-,Methylacidiphilum,Methylacidiphilum_infernorum,Methylacidiphilum_infernorum_V4_uid59161,2278,Verrucomicrobia,Methylacidiphilales
Bacteria,Proteobacteria,Betaproteobacteria,Methylibium,Methylibium_petroleiphilum,Methylibium_petroleiphilum_PM1_uid58085,2279,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Methylobacillus,Methylobacillus_flagellatus,Methylobacillus_flagellatus_KT_uid58049,426,Betaproteobacteria,Methylophilales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_4,Methylobacterium_4_46_uid58843,2283,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_chloromethanicum,Methylobacterium_chloromethanicum_CM4_uid58933,2284,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_extorquens,Methylobacterium_extorquens_AM1_uid57605,2292,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_extorquens,Methylobacterium_extorquens_DM4_uid61617,434,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_extorquens,Methylobacterium_extorquens_PA1_uid58821,435,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_nodulans,Methylobacterium_nodulans_ORS_2060_uid59023,2308,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_populi,Methylobacterium_populi_BJ001_uid58937,2365,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylobacterium,Methylobacterium_radiotolerans,Methylobacterium_radiotolerans_JCM_2831_uid58845,455,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Alphaproteobacteria,Methylocella,Methylocella_silvestris,Methylocella_silvestris_BL2_uid59433,456,Alphaproteobacteria,Rhizobiales
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcus,Methylococcus_capsulatus,Methylococcus_capsulatus_Bath_uid57607,2366,Gammaproteobacteria,Methylococcales
Bacteria,Proteobacteria,Gammaproteobacteria,Methylomicrobium,Methylomicrobium_alcaliphilum,Methylomicrobium_alcaliphilum_uid77119,2367,Gammaproteobacteria,Methylococcales
Bacteria,Proteobacteria,Gammaproteobacteria,Methylomonas,Methylomonas_methanica,Methylomonas_methanica_MC09_uid67363,457,Gammaproteobacteria,Methylococcales
Bacteria,Proteobacteria,Betaproteobacteria,Methylotenera,Methylotenera_301,Methylotenera_301_uid49469,550,Betaproteobacteria,Methylophilales
Bacteria,Proteobacteria,Betaproteobacteria,Methylotenera,Methylotenera_mobilis,Methylotenera_mobilis_JLW8_uid59373,551,Betaproteobacteria,Methylophilales
Bacteria,Proteobacteria,Betaproteobacteria,Methylovorus,Methylovorus_glucosetrophus,Methylovorus_glucosetrophus_SIP3_4_uid59367,2465,Betaproteobacteria,Methylophilales
Bacteria,Proteobacteria,Betaproteobacteria,Methylovorus,Methylovorus_MP688,Methylovorus_MP688_uid60723,2466,Betaproteobacteria,Methylophilales
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrio,Micavibrio_aeruginosavorus,Micavibrio_aeruginosavorus_ARL_13_uid73585,2467,Alphaproteobacteria,-
Bacteria,Actinobacteria,Actinobacteria,Microbacterium,Microbacterium_testaceum,Microbacterium_testaceum_StLB037_uid62789,2468,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Micrococcus,Micrococcus_luteus,Micrococcus_luteus_NCTC_2665_uid59033,2469,Actinobacteria,Actinomycetales
Bacteria,Cyanobacteria,-,Microcystis,Microcystis_aeruginosa,Microcystis_aeruginosa_NIES_843_uid59101,2471,Cyanobacteria,Chroococcales
Bacteria,Actinobacteria,Actinobacteria,Microlunatus,Microlunatus_phosphovorus,Microlunatus_phosphovorus_NM_1_uid68055,2472,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Micromonospora,Micromonospora_aurantiaca,Micromonospora_aurantiaca_ATCC_27029_uid42501,2473,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Micromonospora,Micromonospora_L5,Micromonospora_L5_uid45895,2486,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mobiluncus,Mobiluncus_curtisii,Mobiluncus_curtisii_ATCC_43063_uid49695,2545,Actinobacteria,Actinomycetales
Bacteria,Firmicutes,Clostridia,Moorella,Moorella_thermoacetica,Moorella_thermoacetica_ATCC_39073_uid58051,2547,Clostridia,Thermoanaerobacterales
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxella,Moraxella_catarrhalis,Moraxella_catarrhalis_RH4_uid48809,2548,Gammaproteobacteria,Pseudomonadales
Bacteria,Bacteroidetes,Flavobacteriia,Muricauda,Muricauda_ruestringensis,Muricauda_ruestringensis_DSM_13258_uid72479,2549,Bacteroidetes,Flavobacteriales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_abscessus,Mycobacterium_abscessus_ATCC_19977_uid61613,592,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_africanum,Mycobacterium_africanum_GM041182_uid68839,2554,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_avium,Mycobacterium_avium_104_uid57693,593,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_avium,Mycobacterium_avium_paratuberculosis_K_10_uid57699,2555,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_bovis,Mycobacterium_bovis_AF2122_97_uid57695,2556,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_bovis,Mycobacterium_bovis_BCG_Pasteur_1173P2_uid58781,603,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_bovis,Mycobacterium_bovis_BCG_Tokyo_172_uid59281,2566,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_canettii,Mycobacterium_canettii_CIPT_140010059_uid70731,2567,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_gilvum,Mycobacterium_gilvum_PYR_GCK_uid59421,604,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_gilvum,Mycobacterium_gilvum_Spyr1_uid61403,2569,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_JDM601,Mycobacterium_JDM601_uid67369,605,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_JLS,Mycobacterium_JLS_uid58489,607,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_KMS,Mycobacterium_KMS_uid58491,606,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_leprae,Mycobacterium_leprae_Br4923_uid59293,2583,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_leprae,Mycobacterium_leprae_TN_uid57697,2580,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_marinum,Mycobacterium_marinum_M_uid59423,2581,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_MCS,Mycobacterium_MCS_uid58465,2584,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_smegmatis,Mycobacterium_smegmatis_MC2_155_uid57701,686,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis,Mycobacterium_tuberculosis_CDC1551_uid57775,688,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis,Mycobacterium_tuberculosis_F11_uid58417,689,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis,Mycobacterium_tuberculosis_H37Ra_uid58853,690,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis,Mycobacterium_tuberculosis_H37Rv_uid57777,692,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_tuberculosis,Mycobacterium_tuberculosis_KZN_1435_uid59069,693,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_ulcerans,Mycobacterium_ulcerans_Agy99_uid62939,699,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Mycobacterium,Mycobacterium_vanbaalenii,Mycobacterium_vanbaalenii_PYR_1_uid58463,700,Actinobacteria,Actinomycetales
Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_agalactiae,Mycoplasma_agalactiae_PG2_uid61619,701,Tenericutes,Mycoplasmatales
Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_agalactiae,Mycoplasma_agalactiae_uid46679,702,Tenericutes,Mycoplasmatales
Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_arthritidis,Mycoplasma_arthritidis_158L3_1_uid58005,703,Tenericutes,Mycoplasmatales
Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_bovis,Mycoplasma_bovis_Hubei_1_uid68691,705,Tenericutes,Mycoplasmatales
Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_bovis,Mycoplasma_bovis_PG45_uid60859,706,Tenericutes,Mycoplasmatales
Bacteria,Tenericutes,Mollicutes,Mycoplasma,Mycoplasma_capricolum,Mycoplasma_capricolum_ATCC_27343_uid58525,707,Tenericutes,Mycoplasmatales
