#node;bacteria;kingdom;phylum;class;genus;species;bacgroup;sequencing_status;taxid;habitat
1895;Acidianus_hospitalis_W1_uid66875;Archaea;Crenarchaeota;Thermoprotei;Acidianus;Acidianus_hospitalis;Crenarchaeota;1;933801;Not Annotated
1896;Acidilobus_saccharovorans_345_15_uid51395;Archaea;Crenarchaeota;Thermoprotei;Acidilobus;Acidilobus_saccharovorans;Crenarchaeota;1;666510;Not Annotated
1940;Aeropyrum_pernix_K1_uid57757;Archaea;Crenarchaeota;Thermoprotei;Aeropyrum;Aeropyrum_pernix;Crenarchaeota;1;272557;Not Annotated
2229;Caldivirga_maquilingensis_IC_167_uid58711;Archaea;Crenarchaeota;Thermoprotei;Caldivirga;Caldivirga_maquilingensis;Crenarchaeota;1;397948;Not Annotated
2542;Desulfurococcus_fermentans_DSM_16532_uid75119;Archaea;Crenarchaeota;Thermoprotei;Desulfurococcus;Desulfurococcus_fermentans;Crenarchaeota;1;768672;Not Annotated
2543;Desulfurococcus_kamchatkensis_1221n_uid59133;Archaea;Crenarchaeota;Thermoprotei;Desulfurococcus;Desulfurococcus_kamchatkensis;Crenarchaeota;1;490899;Not Annotated
2544;Desulfurococcus_mucosus_DSM_2162_uid62227;Archaea;Crenarchaeota;Thermoprotei;Desulfurococcus;Desulfurococcus_mucosus;Crenarchaeota;1;765177;Not Annotated
2656;Fervidicoccus_fontis_Kam940_uid162201;Archaea;Crenarchaeota;Thermoprotei;Fervidicoccus;Fervidicoccus_fontis;Crenarchaeota;1;1163730;Not Annotated
2830;Hyperthermus_butylicus_DSM_5456_uid57755;Archaea;Crenarchaeota;Thermoprotei;Hyperthermus;Hyperthermus_butylicus;Crenarchaeota;1;415426;Not Annotated
2836;Ignicoccus_hospitalis_KIN4_I_uid58365;Archaea;Crenarchaeota;Thermoprotei;Ignicoccus;Ignicoccus_hospitalis;Crenarchaeota;1;453591;Not Annotated
2837;Ignisphaera_aggregans_DSM_17230_uid51875;Archaea;Crenarchaeota;Thermoprotei;Ignisphaera;Ignisphaera_aggregans;Crenarchaeota;1;583356;Not Annotated
2999;Metallosphaera_cuprina_Ar_4_uid66329;Archaea;Crenarchaeota;Thermoprotei;Metallosphaera;Metallosphaera_cuprina;Crenarchaeota;1;1006006;Not Annotated
3000;Metallosphaera_sedula_DSM_5348_uid58717;Archaea;Crenarchaeota;Thermoprotei;Metallosphaera;Metallosphaera_sedula;Crenarchaeota;1;399549;Not Annotated
3376;Pyrobaculum_1860_uid82379;Archaea;Crenarchaeota;Thermoprotei;Pyrobaculum;Pyrobaculum_1860;Crenarchaeota;1;1104324;Not Annotated
3377;Pyrobaculum_aerophilum_IM2_uid57727;Archaea;Crenarchaeota;Thermoprotei;Pyrobaculum;Pyrobaculum_aerophilum;Crenarchaeota;1;178306;Not Annotated
3378;Pyrobaculum_arsenaticum_DSM_13514_uid58409;Archaea;Crenarchaeota;Thermoprotei;Pyrobaculum;Pyrobaculum_arsenaticum;Crenarchaeota;1;340102;Not Annotated
3379;Pyrobaculum_calidifontis_JCM_11548_uid58787;Archaea;Crenarchaeota;Thermoprotei;Pyrobaculum;Pyrobaculum_calidifontis;Crenarchaeota;1;410359;Not Annotated
3380;Pyrobaculum_islandicum_DSM_4184_uid58635;Archaea;Crenarchaeota;Thermoprotei;Pyrobaculum;Pyrobaculum_islandicum;Crenarchaeota;1;384616;Not Annotated
3381;Pyrobaculum_oguniense_TE7_uid84411;Archaea;Crenarchaeota;Thermoprotei;Pyrobaculum;Pyrobaculum_oguniense;Crenarchaeota;1;698757;Not Annotated
3389;Pyrolobus_fumarii_1A_uid73415;Archaea;Crenarchaeota;Thermoprotei;Pyrolobus;Pyrolobus_fumarii;Crenarchaeota;1;694429;Not Annotated
3640;Staphylothermus_hellenicus_DSM_12710_uid45893;Archaea;Crenarchaeota;Thermoprotei;Staphylothermus;Staphylothermus_hellenicus;Crenarchaeota;1;591019;Not Annotated
3641;Staphylothermus_marinus_F1_uid58719;Archaea;Crenarchaeota;Thermoprotei;Staphylothermus;Staphylothermus_marinus;Crenarchaeota;1;399550;Not Annotated
3753;Sulfolobus_acidocaldarius_DSM_639_uid58379;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_acidocaldarius;Crenarchaeota;1;330779;Not Annotated
3754;Sulfolobus_islandicus_HVE10_4_uid162067;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;930943;Not Annotated
3755;Sulfolobus_islandicus_L_D_8_5_uid43679;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;425944;Not Annotated
3756;Sulfolobus_islandicus_L_S_2_15_uid58871;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;429572;Not Annotated
3757;Sulfolobus_islandicus_M_14_25_uid58849;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;427317;Not Annotated
3758;Sulfolobus_islandicus_M_16_27_uid58851;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;427318;Not Annotated
3759;Sulfolobus_islandicus_M_16_4_uid58841;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;426118;Not Annotated
3760;Sulfolobus_islandicus_REY15A_uid162071;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;930945;Not Annotated
3761;Sulfolobus_islandicus_Y_G_57_14_uid58923;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;439386;Not Annotated
3762;Sulfolobus_islandicus_Y_N_15_51_uid58825;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_islandicus;Crenarchaeota;1;419942;Not Annotated
3763;Sulfolobus_solfataricus_98_2_uid167998;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_solfataricus;Crenarchaeota;1;555311;Not Annotated
3764;Sulfolobus_solfataricus_P2_uid57721;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_solfataricus;Crenarchaeota;1;273057;Not Annotated
3765;Sulfolobus_tokodaii_7_uid57807;Archaea;Crenarchaeota;Thermoprotei;Sulfolobus;Sulfolobus_tokodaii;Crenarchaeota;1;273063;Not Annotated
3836;Thermofilum_pendens_Hrk_5_uid58563;Archaea;Crenarchaeota;Thermoprotei;Thermofilum;Thermofilum_pendens;Crenarchaeota;1;368408;Not Annotated
3837;Thermogladius_1633_uid167488;Archaea;Crenarchaeota;Thermoprotei;Thermogladius;Thermogladius_1633;Crenarchaeota;1;1184251;Not Annotated
3842;Thermoproteus_neutrophilus_V24Sta_uid58421;Archaea;Crenarchaeota;Thermoprotei;Thermoproteus;Thermoproteus_neutrophilus;Crenarchaeota;1;444157;Not Annotated
3843;Thermoproteus_tenax_Kra_1_uid74443;Archaea;Crenarchaeota;Thermoprotei;Thermoproteus;Thermoproteus_tenax;Crenarchaeota;1;768679;Not Annotated
3844;Thermoproteus_uzoniensis_768_20_uid65089;Archaea;Crenarchaeota;Thermoprotei;Thermoproteus;Thermoproteus_uzoniensis;Crenarchaeota;1;999630;Not Annotated
3848;Thermosphaera_aggregans_DSM_11486_uid48993;Archaea;Crenarchaeota;Thermoprotei;Thermosphaera;Thermosphaera_aggregans;Crenarchaeota;1;633148;Not Annotated
3923;Vulcanisaeta_distributa_DSM_14429_uid52827;Archaea;Crenarchaeota;Thermoprotei;Vulcanisaeta;Vulcanisaeta_distributa;Crenarchaeota;1;572478;Not Annotated
3924;Vulcanisaeta_moutnovskia_768_28_uid63631;Archaea;Crenarchaeota;Thermoprotei;Vulcanisaeta;Vulcanisaeta_moutnovskia;Crenarchaeota;1;985053;Not Annotated
1911;Aciduliprofundum_boonei_T469_uid43333;Archaea;Euryarchaeota;-;Aciduliprofundum;Aciduliprofundum_boonei;Euryarchaeota;1;439481;Not Annotated
1992;Archaeoglobus_fulgidus_DSM_4304_uid57717;Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobus;Archaeoglobus_fulgidus;Euryarchaeota;1;224325;Not Annotated
1993;Archaeoglobus_profundus_DSM_5631_uid43493;Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobus;Archaeoglobus_profundus;Euryarchaeota;1;572546;Not Annotated
1994;Archaeoglobus_veneficus_SNP6_uid65269;Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobus;Archaeoglobus_veneficus;Euryarchaeota;1;693661;Not Annotated
2655;Ferroglobus_placidus_DSM_10642_uid40863;Archaea;Euryarchaeota;Archaeoglobi;Ferroglobus;Ferroglobus_placidus;Euryarchaeota;1;589924;Not Annotated
2750;Halalkalicoccus_jeotgali_B3_uid50305;Archaea;Euryarchaeota;Halobacteria;Halalkalicoccus;Halalkalicoccus_jeotgali;Euryarchaeota;1;795797;Not Annotated
2755;Haloarcula_hispanica_ATCC_33960_uid72475;Archaea;Euryarchaeota;Halobacteria;Haloarcula;Haloarcula_hispanica;Euryarchaeota;1;634497;Not Annotated
2756;Haloarcula_marismortui_ATCC_43049_uid57719;Archaea;Euryarchaeota;Halobacteria;Haloarcula;Haloarcula_marismortui;Euryarchaeota;1;272569;Not Annotated
2758;Halobacterium_NRC_1_uid57769;Archaea;Euryarchaeota;Halobacteria;Halobacterium;Halobacterium_NRC;Euryarchaeota;1;64091;Not Annotated
2759;Halobacterium_salinarum_R1_uid61571;Archaea;Euryarchaeota;Halobacteria;Halobacterium;Halobacterium_salinarum;Euryarchaeota;1;478009;Not Annotated
2760;Haloferax_mediterranei_ATCC_33500_uid167315;Archaea;Euryarchaeota;Halobacteria;Haloferax;Haloferax_mediterranei;Euryarchaeota;1;523841;Not Annotated
2761;Haloferax_volcanii_DS2_uid46845;Archaea;Euryarchaeota;Halobacteria;Haloferax;Haloferax_volcanii;Euryarchaeota;1;309800;Not Annotated
2762;Halogeometricum_borinquense_DSM_11551_uid54919;Archaea;Euryarchaeota;Halobacteria;Halogeometricum;Halogeometricum_borinquense;Euryarchaeota;1;469382;Not Annotated
2763;Halomicrobium_mukohataei_DSM_12286_uid59107;Archaea;Euryarchaeota;Halobacteria;Halomicrobium;Halomicrobium_mukohataei;Euryarchaeota;1;485914;Not Annotated
2766;Halopiger_xanaduensis_SH_6_uid68105;Archaea;Euryarchaeota;Halobacteria;Halopiger;Halopiger_xanaduensis;Euryarchaeota;1;797210;Not Annotated
2767;Haloquadratum_walsbyi_C23_uid162019;Archaea;Euryarchaeota;Halobacteria;Haloquadratum;Haloquadratum_walsbyi;Euryarchaeota;1;768065;Not Annotated
2768;Haloquadratum_walsbyi_DSM_16790_uid58673;Archaea;Euryarchaeota;Halobacteria;Haloquadratum;Haloquadratum_walsbyi;Euryarchaeota;1;362976;Not Annotated
2769;Halorhabdus_utahensis_DSM_12940_uid59189;Archaea;Euryarchaeota;Halobacteria;Halorhabdus;Halorhabdus_utahensis;Euryarchaeota;1;519442;Not Annotated
2771;Halorubrum_lacusprofundi_ATCC_49239_uid58807;Archaea;Euryarchaeota;Halobacteria;Halorubrum;Halorubrum_lacusprofundi;Euryarchaeota;1;416348;Not Annotated
2772;Haloterrigena_turkmenica_DSM_5511_uid43501;Archaea;Euryarchaeota;Halobacteria;Haloterrigena;Haloterrigena_turkmenica;Euryarchaeota;1;543526;Not Annotated
3176;Natrialba_magadii_ATCC_43099_uid46245;Archaea;Euryarchaeota;Halobacteria;Natrialba;Natrialba_magadii;Euryarchaeota;1;547559;Not Annotated
3177;Natrinema_J7_uid171337;Archaea;Euryarchaeota;Halobacteria;Natrinema;Natrinema_J7;Euryarchaeota;1;406552;Not Annotated
3178;Natronomonas_pharaonis_DSM_2160_uid58435;Archaea;Euryarchaeota;Halobacteria;Natronomonas;Natronomonas_pharaonis;Euryarchaeota;1;348780;Not Annotated
3001;Methanobacterium_AL_21_uid63623;Archaea;Euryarchaeota;Methanobacteria;Methanobacterium;Methanobacterium_AL;Euryarchaeota;1;868132;Not Annotated
3002;Methanobacterium_SWAN_1_uid67359;Archaea;Euryarchaeota;Methanobacteria;Methanobacterium;Methanobacterium_SWAN;Euryarchaeota;1;868131;Not Annotated
3003;Methanobrevibacter_ruminantium_M1_uid45857;Archaea;Euryarchaeota;Methanobacteria;Methanobrevibacter;Methanobrevibacter_ruminantium;Euryarchaeota;1;634498;Not Annotated
3004;Methanobrevibacter_smithii_ATCC_35061_uid58827;Archaea;Euryarchaeota;Methanobacteria;Methanobrevibacter;Methanobrevibacter_smithii;Euryarchaeota;1;420247;Not Annotated
3037;Methanosphaera_stadtmanae_DSM_3091_uid58407;Archaea;Euryarchaeota;Methanobacteria;Methanosphaera;Methanosphaera_stadtmanae;Euryarchaeota;1;339860;Not Annotated
3040;Methanothermobacter_marburgensis_Marburg_uid51637;Archaea;Euryarchaeota;Methanobacteria;Methanothermobacter;Methanothermobacter_marburgensis;Euryarchaeota;1;79929;Not Annotated
3041;Methanothermobacter_thermautotrophicus_Delta_H_uid57877;Archaea;Euryarchaeota;Methanobacteria;Methanothermobacter;Methanothermobacter_thermautotrophicus;Euryarchaeota;1;187420;Not Annotated
3043;Methanothermus_fervidus_DSM_2088_uid60167;Archaea;Euryarchaeota;Methanobacteria;Methanothermus;Methanothermus_fervidus;Euryarchaeota;1;523846;Not Annotated
3005;Methanocaldococcus_fervens_AG86_uid59347;Archaea;Euryarchaeota;Methanococci;Methanocaldococcus;Methanocaldococcus_fervens;Euryarchaeota;1;573064;Not Annotated
3006;Methanocaldococcus_FS406_22_uid42499;Archaea;Euryarchaeota;Methanococci;Methanocaldococcus;Methanocaldococcus_FS406;Euryarchaeota;1;644281;Not Annotated
3007;Methanocaldococcus_infernus_ME_uid48803;Archaea;Euryarchaeota;Methanococci;Methanocaldococcus;Methanocaldococcus_infernus;Euryarchaeota;1;573063;Not Annotated
3008;Methanocaldococcus_jannaschii_DSM_2661_uid57713;Archaea;Euryarchaeota;Methanococci;Methanocaldococcus;Methanocaldococcus_jannaschii;Euryarchaeota;1;243232;Not Annotated
3009;Methanocaldococcus_vulcanius_M7_uid41131;Archaea;Euryarchaeota;Methanococci;Methanocaldococcus;Methanocaldococcus_vulcanius;Euryarchaeota;1;579137;Not Annotated
3014;Methanococcus_aeolicus_Nankai_3_uid58823;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_aeolicus;Euryarchaeota;1;419665;Not Annotated
3015;Methanococcus_maripaludis_C5_uid58741;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_maripaludis;Euryarchaeota;1;402880;Not Annotated
3016;Methanococcus_maripaludis_C6_uid58947;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_maripaludis;Euryarchaeota;1;444158;Not Annotated
3017;Methanococcus_maripaludis_C7_uid58847;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_maripaludis;Euryarchaeota;1;426368;Not Annotated
3018;Methanococcus_maripaludis_S2_uid58035;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_maripaludis;Euryarchaeota;1;267377;Not Annotated
3019;Methanococcus_maripaludis_X1_uid70729;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_maripaludis;Euryarchaeota;1;1053692;Not Annotated
3020;Methanococcus_vannielii_SB_uid58767;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_vannielii;Euryarchaeota;1;406327;Not Annotated
3021;Methanococcus_voltae_A3_uid49529;Archaea;Euryarchaeota;Methanococci;Methanococcus;Methanococcus_voltae;Euryarchaeota;1;456320;Not Annotated
3042;Methanothermococcus_okinawensis_IH1_uid51535;Archaea;Euryarchaeota;Methanococci;Methanothermococcus;Methanothermococcus_okinawensis;Euryarchaeota;1;647113;Not Annotated
3044;Methanotorris_igneus_Kol_5_uid67321;Archaea;Euryarchaeota;Methanococci;Methanotorris;Methanotorris_igneus;Euryarchaeota;1;880724;Not Annotated
3010;Methanocella_arvoryzae_MRE50_uid61623;Archaea;Euryarchaeota;Methanomicrobia;Methanocella;Methanocella_arvoryzae;Euryarchaeota;1;351160;Not Annotated
3011;Methanocella_conradii_HZ254_uid157911;Archaea;Euryarchaeota;Methanomicrobia;Methanocella;Methanocella_conradii;Euryarchaeota;1;1041930;Not Annotated
3012;Methanocella_paludicola_SANAE_uid42887;Archaea;Euryarchaeota;Methanomicrobia;Methanocella;Methanocella_paludicola;Euryarchaeota;1;304371;Not Annotated
3013;Methanococcoides_burtonii_DSM_6242_uid58023;Archaea;Euryarchaeota;Methanomicrobia;Methanococcoides;Methanococcoides_burtonii;Euryarchaeota;1;259564;Not Annotated
3022;Methanocorpusculum_labreanum_Z_uid58785;Archaea;Euryarchaeota;Methanomicrobia;Methanocorpusculum;Methanocorpusculum_labreanum;Euryarchaeota;1;410358;Not Annotated
3023;Methanoculleus_bourgensis_MS2_uid171377;Archaea;Euryarchaeota;Methanomicrobia;Methanoculleus;Methanoculleus_bourgensis;Euryarchaeota;1;1201294;Not Annotated
3024;Methanoculleus_marisnigri_JR1_uid58561;Archaea;Euryarchaeota;Methanomicrobia;Methanoculleus;Methanoculleus_marisnigri;Euryarchaeota;1;368407;Not Annotated
3025;Methanohalobium_evestigatum_Z_7303_uid49857;Archaea;Euryarchaeota;Methanomicrobia;Methanohalobium;Methanohalobium_evestigatum;Euryarchaeota;1;644295;Not Annotated
3026;Methanohalophilus_mahii_DSM_5219_uid47313;Archaea;Euryarchaeota;Methanomicrobia;Methanohalophilus;Methanohalophilus_mahii;Euryarchaeota;1;547558;Not Annotated
3027;Methanoplanus_petrolearius_DSM_11571_uid52695;Archaea;Euryarchaeota;Methanomicrobia;Methanoplanus;Methanoplanus_petrolearius;Euryarchaeota;1;679926;Not Annotated
3029;Methanoregula_boonei_6A8_uid58815;Archaea;Euryarchaeota;Methanomicrobia;Methanoregula;Methanoregula_boonei;Euryarchaeota;1;456442;Not Annotated
3030;Methanosaeta_concilii_GP6_uid66207;Archaea;Euryarchaeota;Methanomicrobia;Methanosaeta;Methanosaeta_concilii;Euryarchaeota;1;990316;Not Annotated
3031;Methanosaeta_harundinacea_6Ac_uid81199;Archaea;Euryarchaeota;Methanomicrobia;Methanosaeta;Methanosaeta_harundinacea;Euryarchaeota;1;1110509;Not Annotated
3032;Methanosaeta_thermophila_PT_uid58469;Archaea;Euryarchaeota;Methanomicrobia;Methanosaeta;Methanosaeta_thermophila;Euryarchaeota;1;349307;Not Annotated
3033;Methanosalsum_zhilinae_DSM_4017_uid68249;Archaea;Euryarchaeota;Methanomicrobia;Methanosalsum;Methanosalsum_zhilinae;Euryarchaeota;1;679901;Not Annotated
3034;Methanosarcina_acetivorans_C2A_uid57879;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcina;Methanosarcina_acetivorans;Euryarchaeota;1;188937;Not Annotated
3035;Methanosarcina_barkeri_Fusaro_uid57715;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcina;Methanosarcina_barkeri;Euryarchaeota;1;269797;Not Annotated
3036;Methanosarcina_mazei_Go1_uid57893;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcina;Methanosarcina_mazei;Euryarchaeota;1;192952;Not Annotated
3038;Methanosphaerula_palustris_E1_9c_uid59193;Archaea;Euryarchaeota;Methanomicrobia;Methanosphaerula;Methanosphaerula_palustris;Euryarchaeota;1;521011;Not Annotated
3039;Methanospirillum_hungatei_JF_1_uid58181;Archaea;Euryarchaeota;Methanomicrobia;Methanospirillum;Methanospirillum_hungatei;Euryarchaeota;1;323259;Not Annotated
3028;Methanopyrus_kandleri_AV19_uid57883;Archaea;Euryarchaeota;Methanopyri;Methanopyrus;Methanopyrus_kandleri;Euryarchaeota;1;190192;Not Annotated
3382;Pyrococcus_abyssi_GE5_uid62903;Archaea;Euryarchaeota;Thermococci;Pyrococcus;Pyrococcus_abyssi;Euryarchaeota;1;272844;Not Annotated
3383;Pyrococcus_furiosus_COM1_uid169620;Archaea;Euryarchaeota;Thermococci;Pyrococcus;Pyrococcus_furiosus;Euryarchaeota;1;1185654;Not Annotated
3384;Pyrococcus_furiosus_DSM_3638_uid57873;Archaea;Euryarchaeota;Thermococci;Pyrococcus;Pyrococcus_furiosus;Euryarchaeota;1;186497;Not Annotated
3385;Pyrococcus_horikoshii_OT3_uid57753;Archaea;Euryarchaeota;Thermococci;Pyrococcus;Pyrococcus_horikoshii;Euryarchaeota;1;70601;Not Annotated
3386;Pyrococcus_NA2_uid66551;Archaea;Euryarchaeota;Thermococci;Pyrococcus;Pyrococcus_NA2;Euryarchaeota;1;342949;Not Annotated
3387;Pyrococcus_ST04_uid167261;Archaea;Euryarchaeota;Thermococci;Pyrococcus;Pyrococcus_ST04;Euryarchaeota;1;1183377;Not Annotated
3388;Pyrococcus_yayanosii_CH1_uid68281;Archaea;Euryarchaeota;Thermococci;Pyrococcus;Pyrococcus_yayanosii;Euryarchaeota;1;529709;Not Annotated
3823;Thermococcus_4557_uid70841;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_4557;Euryarchaeota;1;1042877;Not Annotated
3824;Thermococcus_AM4_uid54735;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_AM4;Euryarchaeota;1;246969;Not Annotated
3825;Thermococcus_barophilus_MP_uid54733;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_barophilus;Euryarchaeota;1;391623;Not Annotated
3826;Thermococcus_CL1_uid168259;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_CL1;Euryarchaeota;1;163003;Not Annotated
3827;Thermococcus_gammatolerans_EJ3_uid59389;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_gammatolerans;Euryarchaeota;1;593117;Not Annotated
3828;Thermococcus_kodakarensis_KOD1_uid58225;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_kodakarensis;Euryarchaeota;1;69014;Not Annotated
3829;Thermococcus_onnurineus_NA1_uid59043;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_onnurineus;Euryarchaeota;1;523850;Not Annotated
3830;Thermococcus_sibiricus_MM_739_uid59399;Archaea;Euryarchaeota;Thermococci;Thermococcus;Thermococcus_sibiricus;Euryarchaeota;1;604354;Not Annotated
3288;Picrophilus_torridus_DSM_9790_uid58041;Archaea;Euryarchaeota;Thermoplasmata;Picrophilus;Picrophilus_torridus;Euryarchaeota;1;263820;Not Annotated
3840;Thermoplasma_acidophilum_DSM_1728_uid61573;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasma;Thermoplasma_acidophilum;Euryarchaeota;1;273075;Not Annotated
3841;Thermoplasma_volcanium_GSS1_uid57751;Archaea;Euryarchaeota;Thermoplasmata;Thermoplasma;Thermoplasma_volcanium;Euryarchaeota;1;273116;Not Annotated
2765;halophilic_archaeon_DL31_uid72619;Archaea;-;-;halophilic;halophilic_archaeon;-;1;756883;Not Annotated
2266;Candidatus_Korarchaeum_cryptofilum_OPF8_uid58601;Archaea;Korarchaeota;-;Candidatus;Candidatus_Korarchaeum;Korarchaeota;1;374847;Not Annotated
3174;Nanoarchaeum_equitans_Kin4_M_uid58009;Archaea;Nanoarchaeota;-;Nanoarchaeum;Nanoarchaeum_equitans;Nanoarchaeota;1;228908;Not Annotated
2309;Cenarchaeum_symbiosum_A_uid61411;Archaea;Thaumarchaeota;-;Cenarchaeum;Cenarchaeum_symbiosum;Thaumarchaeota;1;414004;Not Annotated
3212;Nitrosopumilus_maritimus_SCM1_uid58903;Archaea;Thaumarchaeota;-;Nitrosopumilus;Nitrosopumilus_maritimus;Thaumarchaeota;1;436308;Not Annotated
1904;Acidobacterium_capsulatum_ATCC_51196_uid59127;Bacteria;Acidobacteria;Acidobacteriia;Acidobacterium;Acidobacterium_capsulatum;Acidobacteria;1;240015;Extreme Environments
1905;Acidobacterium_MP5ACTX9_uid50551;Bacteria;Acidobacteria;Acidobacteriia;Acidobacterium;Acidobacterium_MP5ACTX9;Acidobacteria;1;1198114;Not Annotated
2734;Granulicella_mallensis_MP5ACTX8_uid49957;Bacteria;Acidobacteria;Acidobacteriia;Granulicella;Granulicella_mallensis;Acidobacteria;1;682795;Soil and Sediment
3802;Terriglobus_roseus_DSM_18391_uid168183;Bacteria;Acidobacteria;Acidobacteriia;Terriglobus;Terriglobus_roseus;Acidobacteria;1;926566;Soil and Sediment
3803;Terriglobus_saanensis_SP1PR4_uid53251;Bacteria;Acidobacteria;Acidobacteriia;Terriglobus;Terriglobus_saanensis;Acidobacteria;1;401053;Soil and Sediment
2261;Candidatus_Chloracidobacterium_thermophilum_B_uid73587;Bacteria;Acidobacteria;-;Candidatus;Candidatus_Chloracidobacterium;Acidobacteria;1;981222;Extreme Environments
2267;Candidatus_Koribacter_versatilis_Ellin345_uid58479;Bacteria;Acidobacteria;-;Candidatus;Candidatus_Koribacter;Acidobacteria;1;204669;Soil and Sediment
2285;Candidatus_Solibacter_usitatus_Ellin6076_uid58139;Bacteria;Acidobacteria;Solibacteres;Candidatus;Candidatus_Solibacter;Acidobacteria;1;234267;Soil and Sediment
1897;Acidimicrobium_ferrooxidans_DSM_10331_uid59215;Bacteria;Actinobacteria;Actinobacteria;Acidimicrobium;Acidimicrobium_ferrooxidans;Actinobacteria;1;525909;Extreme Environments
1906;Acidothermus_cellulolyticus_11B_uid58501;Bacteria;Actinobacteria;Actinobacteria;Acidothermus;Acidothermus_cellulolyticus;Actinobacteria;1;351607;Extreme Environments
1931;Actinoplanes_missouriensis_431_uid158169;Bacteria;Actinobacteria;Actinobacteria;Actinoplanes;Actinoplanes_missouriensis;Actinobacteria;1;512565;Soil and Sediment
1932;Actinoplanes_SE50_110_uid162333;Bacteria;Actinobacteria;Actinobacteria;Actinoplanes;Actinoplanes_SE50;Actinobacteria;1;134676;Not Annotated
1933;Actinosynnema_mirum_DSM_43827_uid58951;Bacteria;Actinobacteria;Actinobacteria;Actinosynnema;Actinosynnema_mirum;Actinobacteria;1;446462;Fresh water
1973;Amycolatopsis_mediterranei_S699_uid158689;Bacteria;Actinobacteria;Actinobacteria;Amycolatopsis;Amycolatopsis_mediterranei;Actinobacteria;1;713604;Soil and Sediment
1974;Amycolatopsis_mediterranei_S699_uid171830;Bacteria;Actinobacteria;Actinobacteria;Amycolatopsis;Amycolatopsis_mediterranei;Actinobacteria;1;713604;Soil and Sediment
1975;Amycolatopsis_mediterranei_U32_uid50565;Bacteria;Actinobacteria;Actinobacteria;Amycolatopsis;Amycolatopsis_mediterranei;Actinobacteria;1;749927;Not Annotated
1976;Amycolicicoccus_subflavus_DQS3_9A1_uid67253;Bacteria;Actinobacteria;Actinobacteria;Amycolicicoccus;Amycolicicoccus_subflavus;Actinobacteria;1;443218;Soil and Sediment
1991;Arcanobacterium_haemolyticum_DSM_20595_uid49489;Bacteria;Actinobacteria;Actinobacteria;Arcanobacterium;Arcanobacterium_haemolyticum;Actinobacteria;1;644284;Host
2000;Arthrobacter_arilaitensis_Re117_uid53509;Bacteria;Actinobacteria;Actinobacteria;Arthrobacter;Arthrobacter_arilaitensis;Actinobacteria;1;861360;Animal
2001;Arthrobacter_aurescens_TC1_uid58109;Bacteria;Actinobacteria;Actinobacteria;Arthrobacter;Arthrobacter_aurescens;Actinobacteria;1;290340;Soil and Sediment
2002;Arthrobacter_chlorophenolicus_A6_uid58969;Bacteria;Actinobacteria;Actinobacteria;Arthrobacter;Arthrobacter_chlorophenolicus;Actinobacteria;1;452863;Soil and Sediment
