#node;bacteria;kingdom;phylum;class;genus;species;bacgroup;sequencing_status;taxid;habitat
2354;Chlorobium_limicola_DSM_245_uid58127;Bacteria;Chlorobi;Chlorobia;Chlorobium;Chlorobium_limicola;Chlorobi;1;290315;Extreme Environments
2355;Chlorobium_luteolum_DSM_273_uid58175;Bacteria;Chlorobi;Chlorobia;Chlorobium;Chlorobium_luteolum;Chlorobi;1;319225;Fresh water
2356;Chlorobium_phaeobacteroides_BS1_uid58131;Bacteria;Chlorobi;Chlorobia;Chlorobium;Chlorobium_phaeobacteroides;Chlorobi;1;331678;Marine Environment
2357;Chlorobium_phaeobacteroides_DSM_266_uid58133;Bacteria;Chlorobi;Chlorobia;Chlorobium;Chlorobium_phaeobacteroides;Chlorobi;1;290317;Fresh water
2358;Chlorobium_phaeovibrioides_DSM_265_uid58129;Bacteria;Chlorobi;Chlorobia;Chlorobium;Chlorobium_phaeovibrioides;Chlorobi;1;290318;Fresh water
2359;Chlorobium_tepidum_TLS_uid57897;Bacteria;Chlorobi;Chlorobia;Chlorobium;Chlorobium_tepidum;Chlorobi;1;194439;Marine Environment
2363;Chloroherpeton_thalassium_ATCC_35110_uid59187;Bacteria;Chlorobi;Chlorobia;Chloroherpeton;Chloroherpeton_thalassium;Chlorobi;1;517418;Fresh water
3277;Pelodictyon_phaeoclathratiforme_BU_1_uid58173;Bacteria;Chlorobi;Chlorobia;Pelodictyon;Pelodictyon_phaeoclathratiforme;Chlorobi;1;324925;Fresh water
3327;Prosthecochloris_aestuarii_DSM_271_uid58151;Bacteria;Chlorobi;Chlorobia;Prosthecochloris;Prosthecochloris_aestuarii;Chlorobi;1;290512;Fresh water
1980;Anaerolinea_thermophila_UNI_1_uid62245;Bacteria;Chloroflexi;Anaerolineae;Anaerolinea;Anaerolinea_thermophila;Chloroflexi;1;926569;Wastewater
2226;Caldilinea_aerophila_DSM_14535___NBRC_104270_uid158165;Bacteria;Chloroflexi;Caldilineae;Caldilinea;Caldilinea_aerophila;Chloroflexi;1;926550;Extreme Environments
2360;Chloroflexus_aggregans_DSM_9485_uid58621;Bacteria;Chloroflexi;Chloroflexi;Chloroflexus;Chloroflexus_aggregans;Chloroflexi;1;326427;Extreme Environments
2361;Chloroflexus_aurantiacus_J_10_fl_uid57657;Bacteria;Chloroflexi;Chloroflexi;Chloroflexus;Chloroflexus_aurantiacus;Chloroflexi;1;324602;Extreme Environments
2362;Chloroflexus_Y_400_fl_uid59085;Bacteria;Chloroflexi;Chloroflexi;Chloroflexus;Chloroflexus_Y;Chloroflexi;1;480224;Extreme Environments
2824;Herpetosiphon_aurantiacus_DSM_785_uid58599;Bacteria;Chloroflexi;Chloroflexi;Herpetosiphon;Herpetosiphon_aurantiacus;Chloroflexi;1;316274;Fresh water
3478;Roseiflexus_castenholzii_DSM_13941_uid58287;Bacteria;Chloroflexi;Chloroflexi;Roseiflexus;Roseiflexus_castenholzii;Chloroflexi;1;383372;Extreme Environments
3479;Roseiflexus_RS_1_uid58523;Bacteria;Chloroflexi;Chloroflexi;Roseiflexus;Roseiflexus_RS;Chloroflexi;1;357808;Extreme Environments
2491;Dehalococcoides_BAV1_uid58477;Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoides;Dehalococcoides_BAV1;Chloroflexi;1;216389;Marine Environment
2492;Dehalococcoides_CBDB1_uid58413;Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoides;Dehalococcoides_CBDB1;Chloroflexi;1;255470;Soil and Sediment
2493;Dehalococcoides_ethenogenes_195_uid57763;Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoides;Dehalococcoides_ethenogenes;Chloroflexi;1;243164;Marine Environment
2494;Dehalococcoides_GT_uid42115;Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoides;Dehalococcoides_GT;Chloroflexi;1;633145;Fresh water
2495;Dehalococcoides_VS_uid42393;Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoides;Dehalococcoides_VS;Chloroflexi;1;311424;Marine Environment
2496;Dehalogenimonas_lykanthroporepellens_BL_DC_9_uid48131;Bacteria;Chloroflexi;Dehalococcoidia;Dehalogenimonas;Dehalogenimonas_lykanthroporepellens;Chloroflexi;1;552811;Marine Environment
3583;Sphaerobacter_thermophilus_DSM_20745_uid41997;Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacter;Sphaerobacter_thermophilus;Chloroflexi;1;479434;Soil and Sediment
3838;Thermomicrobium_roseum_DSM_5159_uid59341;Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobium;Thermomicrobium_roseum;Chloroflexi;1;309801;Extreme Environments
2539;Desulfurispirillum_indicum_S5_uid45897;Bacteria;Chrysiogenetes;Chrysiogenetes;Desulfurispirillum;Desulfurispirillum_indicum;Chrysiogenetes;1;653733;Marine Environment
1880;Acaryochloris_marina_MBIC11017_uid58167;Bacteria;Cyanobacteria;-;Acaryochloris;Acaryochloris_marina;Cyanobacteria;1;329726;Marine Environment
1977;Anabaena_variabilis_ATCC_29413_uid58043;Bacteria;Cyanobacteria;-;Anabaena;Anabaena_variabilis;Cyanobacteria;1;240292;Fresh water
2478;cyanobacterium_UCYN_A_uid43697;Bacteria;Cyanobacteria;-;cyanobacterium;cyanobacterium_UCYN;Cyanobacteria;1;713887;Marine Environment
2479;Cyanothece_ATCC_51142_uid59013;Bacteria;Cyanobacteria;-;Cyanothece;Cyanothece_ATCC;Cyanobacteria;1;43989;Marine Environment
2480;Cyanothece_PCC_7424_uid59025;Bacteria;Cyanobacteria;-;Cyanothece;Cyanothece_PCC;Cyanobacteria;1;65393;Fresh water
2481;Cyanothece_PCC_7425_uid59435;Bacteria;Cyanobacteria;-;Cyanothece;Cyanothece_PCC;Cyanobacteria;1;395961;Fresh water
2482;Cyanothece_PCC_7822_uid52547;Bacteria;Cyanobacteria;-;Cyanothece;Cyanothece_PCC;Cyanobacteria;1;497965;Fresh water
2483;Cyanothece_PCC_8801_uid59027;Bacteria;Cyanobacteria;-;Cyanothece;Cyanothece_PCC;Cyanobacteria;1;41431;Fresh water
2484;Cyanothece_PCC_8802_uid59143;Bacteria;Cyanobacteria;-;Cyanothece;Cyanothece_PCC;Cyanobacteria;1;395962;Soil and Sediment
2724;Gloeobacter_violaceus_PCC_7421_uid58011;Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacter;Gloeobacter_violaceus;Cyanobacteria;1;251221;Fresh water
3069;Microcystis_aeruginosa_NIES_843_uid59101;Bacteria;Cyanobacteria;-;Microcystis;Microcystis_aeruginosa;Cyanobacteria;1;449447;Fresh water
3220;Nostoc_azollae__0708_uid49725;Bacteria;Cyanobacteria;-;_Nostoc;Cyanobacteria;1;551115;Not Annotated
3221;Nostoc_PCC_7120_uid57803;Bacteria;Cyanobacteria;-;Nostoc;Nostoc_PCC;Cyanobacteria;1;103690;Fresh water
3222;Nostoc_punctiforme_PCC_73102_uid57767;Bacteria;Cyanobacteria;-;Nostoc;Nostoc_punctiforme;Cyanobacteria;1;63737;Soil and Sediment
3305;Prochlorococcus_marinus_AS9601_uid58307;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;146891;Marine Environment
3306;Prochlorococcus_marinus_CCMP1375_uid57995;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;167539;Marine Environment
3307;Prochlorococcus_marinus_MIT_9211_uid58309;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;93059;Marine Environment
3308;Prochlorococcus_marinus_MIT_9215_uid58819;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;93060;Marine Environment
3309;Prochlorococcus_marinus_MIT_9301_uid58437;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;167546;Marine Environment
3310;Prochlorococcus_marinus_MIT_9303_uid58305;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;59922;Marine Environment
3311;Prochlorococcus_marinus_MIT_9312_uid58357;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;74546;Marine Environment
3312;Prochlorococcus_marinus_MIT_9313_uid57773;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;74547;Marine Environment
3313;Prochlorococcus_marinus_MIT_9515_uid58313;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;167542;Fresh water
3314;Prochlorococcus_marinus_NATL1A_uid58423;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;167555;Marine Environment
3315;Prochlorococcus_marinus_NATL2A_uid58359;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;59920;Marine Environment
3316;Prochlorococcus_marinus_pastoris_CCMP1986_uid57761;Bacteria;Cyanobacteria;-;Prochlorococcus;Prochlorococcus_marinus;Cyanobacteria;1;59919;Marine Environment
3775;Synechococcus_CC9311_uid58123;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_CC9311;Cyanobacteria;1;64471;Marine Environment
3776;Synechococcus_CC9605_uid58319;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_CC9605;Cyanobacteria;1;110662;Marine Environment
3777;Synechococcus_CC9902_uid58323;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_CC9902;Cyanobacteria;1;316279;Marine Environment
3778;Synechococcus_elongatus_PCC_6301_uid58235;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_elongatus;Cyanobacteria;1;269084;Fresh water
3779;Synechococcus_elongatus_PCC_7942_uid58045;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_elongatus;Cyanobacteria;1;1140;Fresh water
3780;Synechococcus_JA_2_3B_a_2_13__uid58537;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_JA;Cyanobacteria;1;321332;Extreme Environments
3781;Synechococcus_JA_3_3Ab_uid58535;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_JA;Cyanobacteria;1;321327;Extreme Environments
3782;Synechococcus_PCC_7002_uid59137;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_PCC;Cyanobacteria;1;32049;Animal
3783;Synechococcus_RCC307_uid61609;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_RCC307;Cyanobacteria;1;316278;Marine Environment
3784;Synechococcus_WH_7803_uid61607;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_WH;Cyanobacteria;1;32051;Marine Environment
3785;Synechococcus_WH_8102_uid61581;Bacteria;Cyanobacteria;-;Synechococcus;Synechococcus_WH;Cyanobacteria;1;84588;Marine Environment
3786;Synechocystis_PCC_6803_substr__GT_I_uid158059;Bacteria;Cyanobacteria;-;Synechocystis;Synechocystis_PCC;Cyanobacteria;1;1080229;Not Annotated
3787;Synechocystis_PCC_6803_substr__PCC_N_uid159835;Bacteria;Cyanobacteria;-;Synechocystis;Synechocystis_PCC;Cyanobacteria;1;1080230;Not Annotated
3788;Synechocystis_PCC_6803_substr__PCC_P_uid157913;Bacteria;Cyanobacteria;-;Synechocystis;Synechocystis_PCC;Cyanobacteria;1;1080228;Not Annotated
3789;Synechocystis_PCC_6803_uid159873;Bacteria;Cyanobacteria;-;Synechocystis;Synechocystis_PCC;Cyanobacteria;1;1148;Marine Environment
3790;Synechocystis_PCC_6803_uid57659;Bacteria;Cyanobacteria;-;Synechocystis;Synechocystis_PCC;Cyanobacteria;1;1148;Marine Environment
3849;Thermosynechococcus_elongatus_BP_1_uid57907;Bacteria;Cyanobacteria;-;Thermosynechococcus;Thermosynechococcus_elongatus;Cyanobacteria;1;197221;Extreme Environments
3888;Trichodesmium_erythraeum_IMS101_uid57925;Bacteria;Cyanobacteria;-;Trichodesmium;Trichodesmium_erythraeum;Cyanobacteria;1;203124;Marine Environment
2228;Calditerrivibrio_nitroreducens_DSM_19672_uid60821;Bacteria;Deferribacteres;Deferribacteres;Calditerrivibrio;Calditerrivibrio_nitroreducens;Deferribacteres;1;768670;Extreme Environments
2490;Deferribacter_desulfuricans_SSM1_uid46653;Bacteria;Deferribacteres;Deferribacteres;Deferribacter;Deferribacter_desulfuricans;Deferribacteres;1;639282;Extreme Environments
2505;Denitrovibrio_acetiphilus_DSM_12809_uid46657;Bacteria;Deferribacteres;Deferribacteres;Denitrovibrio;Denitrovibrio_acetiphilus;Deferribacteres;1;522772;Fresh water
2671;Flexistipes_sinusarabici_DSM_4947_uid68147;Bacteria;Deferribacteres;Deferribacteres;Flexistipes;Flexistipes_sinusarabici;Deferribacteres;1;717231;Fresh water
2497;Deinococcus_deserti_VCD115_uid58615;Bacteria;-;Deinococci;Deinococcus;Deinococcus_deserti;Deinococci;1;546414;Soil and Sediment
2498;Deinococcus_geothermalis_DSM_11300_uid58275;Bacteria;-;Deinococci;Deinococcus;Deinococcus_geothermalis;Deinococci;1;319795;Fresh water
2499;Deinococcus_gobiensis_I_0_uid162509;Bacteria;-;Deinococci;Deinococcus;Deinococcus_gobiensis;Deinococci;1;745776;Soil and Sediment
2500;Deinococcus_maricopensis_DSM_21211_uid62225;Bacteria;-;Deinococci;Deinococcus;Deinococcus_maricopensis;Deinococci;1;709986;Soil and Sediment
2501;Deinococcus_proteolyticus_MRP_uid63399;Bacteria;-;Deinococci;Deinococcus;Deinococcus_proteolyticus;Deinococci;1;693977;Host
2502;Deinococcus_radiodurans_R1_uid57665;Bacteria;-;Deinococci;Deinococcus;Deinococcus_radiodurans;Deinococci;1;243230;Animal
2979;Marinithermus_hydrothermalis_DSM_14884_uid65783;Bacteria;-;Deinococci;Marinithermus;Marinithermus_hydrothermalis;Deinococci;1;869210;Extreme Environments
2989;Meiothermus_ruber_DSM_1279_uid46661;Bacteria;-;Deinococci;Meiothermus;Meiothermus_ruber;Deinococci;1;504728;Extreme Environments
2990;Meiothermus_silvanus_DSM_9946_uid49485;Bacteria;-;Deinococci;Meiothermus;Meiothermus_silvanus;Deinococci;1;526227;Extreme Environments
3226;Oceanithermus_profundus_DSM_14977_uid60855;Bacteria;-;Deinococci;Oceanithermus;Oceanithermus_profundus;Deinococci;1;670487;Extreme Environments
3859;Thermus_CCB_US3_UF1_uid81197;Bacteria;-;Deinococci;Thermus;Thermus_CCB;Deinococci;1;1111069;Extreme Environments
3860;Thermus_scotoductus_SA_01_uid62273;Bacteria;-;Deinococci;Thermus;Thermus_scotoductus;Deinococci;1;743525;Fresh water
3861;Thermus_thermophilus_HB27_uid58033;Bacteria;-;Deinococci;Thermus;Thermus_thermophilus;Deinococci;1;262724;Extreme Environments
3862;Thermus_thermophilus_HB8_uid58223;Bacteria;-;Deinococci;Thermus;Thermus_thermophilus;Deinococci;1;300852;Extreme Environments
3863;Thermus_thermophilus_JL_18_uid162129;Bacteria;-;Deinococci;Thermus;Thermus_thermophilus;Deinococci;1;798128;Animal
3864;Thermus_thermophilus_SG0_5JP17_16_uid159537;Bacteria;-;Deinococci;Thermus;Thermus_thermophilus;Deinococci;1;762633;Fresh water
3891;Truepera_radiovictrix_DSM_17093_uid49533;Bacteria;-;Deinococci;Truepera;Truepera_radiovictrix;Deinococci;1;649638;Extreme Environments
2550;Dictyoglomus_thermophilum_H_6_12_uid59439;Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomus;Dictyoglomus_thermophilum;Dictyoglomi;1;309799;Extreme Environments
2551;Dictyoglomus_turgidum_DSM_6724_uid59177;Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomus;Dictyoglomus_turgidum;Dictyoglomi;1;515635;Marine Environment
2564;Elusimicrobium_minutum_Pei191_uid58949;Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobium;Elusimicrobium_minutum;Elusimicrobia;1;445932;Host
3894;uncultured_Termite_group_1_bacterium_phylotype_Rs_D17_uid59059;Bacteria;Elusimicrobia;-;uncultured;uncultured_Termite;Elusimicrobia;1;471821;Animal
2659;Fibrobacter_succinogenes_S85_uid161919;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacter;Fibrobacter_succinogenes;Fibrobacteres;1;59374;Animal
2660;Fibrobacter_succinogenes_S85_uid41169;Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacter;Fibrobacter_succinogenes;Fibrobacteres;1;59374;Animal
1936;Aerococcus_urinae_ACS_120_V_Col10a_uid64757;Bacteria;Firmicutes;Bacilli;Aerococcus;Aerococcus_urinae;Bacilli;1;866775;Human
1954;Alicyclobacillus_acidocaldarius_DSM_446_uid59199;Bacteria;Firmicutes;Bacilli;Alicyclobacillus;Alicyclobacillus_acidocaldarius;Bacilli;1;521098;Extreme Environments
1955;Alicyclobacillus_acidocaldarius_Tc_4_1_uid158681;Bacteria;Firmicutes;Bacilli;Alicyclobacillus;Alicyclobacillus_acidocaldarius;Bacilli;1;1048834;Extreme Environments
1972;Amphibacillus_xylanus_NBRC_15112_uid176453;Bacteria;Firmicutes;Bacilli;Amphibacillus;Amphibacillus_xylanus;Bacilli;1;698758;Not Annotated
1989;Anoxybacillus_flavithermus_WK1_uid59135;Bacteria;Firmicutes;Bacilli;Anoxybacillus;Anoxybacillus_flavithermus;Bacilli;1;491915;Fresh water
2015;Bacillus_amyloliquefaciens_DSM_7_uid53535;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;692420;Soil and Sediment
2016;Bacillus_amyloliquefaciens_FZB42_uid58271;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;326423;Soil and Sediment
2017;Bacillus_amyloliquefaciens_LL3_uid158133;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;1001582;Soil and Sediment
2018;Bacillus_amyloliquefaciens_plantarum_CAU_B946_uid84215;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;1114958;Not Annotated
2019;Bacillus_amyloliquefaciens_plantarum_YAU_B9601_Y2_uid159001;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;1155777;Not Annotated
2020;Bacillus_amyloliquefaciens_TA208_uid158701;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;999891;Soil and Sediment
2021;Bacillus_amyloliquefaciens_XH7_uid158881;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;1034836;Soil and Sediment
2022;Bacillus_amyloliquefaciens_Y2_uid165195;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_amyloliquefaciens;Bacilli;1;1126211;Not Annotated
2023;Bacillus_anthracis_A0248_uid59385;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_anthracis;Bacilli;1;592021;Human
2024;Bacillus_anthracis__Ames_Ancestor__uid58083;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_anthracis;Bacilli;1;261594;Host
2025;Bacillus_anthracis_Ames_uid57909;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_anthracis;Bacilli;1;198094;Soil and Sediment
2026;Bacillus_anthracis_CDC_684_uid59303;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_anthracis;Bacilli;1;568206;Host
2027;Bacillus_anthracis_H9401_uid162021;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_anthracis;Bacilli;1;768494;Soil and Sediment
2028;Bacillus_anthracis_Sterne_uid58091;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_anthracis;Bacilli;1;260799;Soil and Sediment
2029;Bacillus_atrophaeus_1942_uid59887;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_atrophaeus;Bacilli;1;720555;Soil and Sediment
2030;Bacillus_cellulosilyticus_DSM_2522_uid43329;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cellulosilyticus;Bacilli;1;649639;Soil and Sediment
2031;Bacillus_cereus_03BB102_uid59299;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;572264;Host
2032;Bacillus_cereus_AH187_uid58753;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;405534;Plant
2033;Bacillus_cereus_AH820_uid58751;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;405535;Human
2034;Bacillus_cereus_ATCC_10987_uid57673;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;222523;Animal
2035;Bacillus_cereus_ATCC_14579_uid57975;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;226900;Host
2036;Bacillus_cereus_B4264_uid58757;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;405532;Human
2037;Bacillus_cereus_biovar_anthracis_CI_uid50615;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;637380;Host
2038;Bacillus_cereus_E33L_uid58103;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;288681;Soil and Sediment
2039;Bacillus_cereus_F837_76_uid83611;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;347495;Soil and Sediment
2040;Bacillus_cereus_G9842_uid58759;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;405531;Host
2041;Bacillus_cereus_NC7401_uid82815;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;334406;Not Annotated
2042;Bacillus_cereus_Q1_uid58529;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cereus;Bacilli;1;361100;Soil and Sediment
2043;Bacillus_clausii_KSM_K16_uid58237;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_clausii;Bacilli;1;66692;Soil and Sediment
2044;Bacillus_coagulans_2_6_uid68053;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_coagulans;Bacilli;1;941639;Soil and Sediment
2045;Bacillus_coagulans_36D1_uid54335;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_coagulans;Bacilli;1;345219;Soil and Sediment
2046;Bacillus_cytotoxicus_NVH_391_98_uid58317;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_cytotoxicus;Bacilli;1;315749;Soil and Sediment
2047;Bacillus_halodurans_C_125_uid57791;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_halodurans;Bacilli;1;272558;Fresh water
2048;Bacillus_JS_uid162189;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_JS;Bacilli;1;1127744;Soil and Sediment
2049;Bacillus_licheniformis_ATCC_14580_uid58097;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_licheniformis;Bacilli;1;279010;Host
2050;Bacillus_licheniformis_DSM_13___ATCC_14580_uid58199;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_licheniformis;Bacilli;1;279010;Host
2051;Bacillus_megaterium_DSM319_uid48371;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_megaterium;Bacilli;1;592022;Soil and Sediment
2052;Bacillus_megaterium_QM_B1551_uid15862;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_megaterium;Bacilli;1;545693;Soil and Sediment
2053;Bacillus_megaterium_WSH_002_uid159841;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_megaterium;Bacilli;1;1006007;Soil and Sediment
2054;Bacillus_pseudofirmus_OF4_uid45847;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_pseudofirmus;Bacilli;1;398511;Soil and Sediment
2055;Bacillus_pumilus_SAFR_032_uid59017;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_pumilus;Bacilli;1;315750;Animal
2056;Bacillus_selenitireducens_MLS10_uid49513;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_selenitireducens;Bacilli;1;439292;Soil and Sediment
2057;Bacillus_subtilis_168_uid57675;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_subtilis;Bacilli;1;224308;Soil and Sediment
2058;Bacillus_subtilis_BSn5_uid62463;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_subtilis;Bacilli;1;936156;Plant
2059;Bacillus_subtilis_RO_NN_1_uid158879;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_subtilis;Bacilli;1;1052588;Soil and Sediment
2060;Bacillus_subtilis_spizizenii_TU_B_10_uid73967;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_subtilis;Bacilli;1;1052585;Soil and Sediment
2061;Bacillus_subtilis_spizizenii_W23_uid51879;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_subtilis;Bacilli;1;655816;Soil and Sediment
2062;Bacillus_thuringiensis_Al_Hakam_uid58795;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_thuringiensis;Bacilli;1;412694;Soil and Sediment
2063;Bacillus_thuringiensis_BMB171_uid49135;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_thuringiensis;Bacilli;1;714359;Host
2064;Bacillus_thuringiensis_MC28_uid176369;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_thuringiensis;Bacilli;1;1195464;Not Annotated
2065;Bacillus_thuringiensis_serovar_chinensis_CT_43_uid158151;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_thuringiensis;Bacilli;1;541229;Host
2066;Bacillus_thuringiensis_serovar_finitimus_YBT_020_uid158875;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_thuringiensis;Bacilli;1;930170;Plant
2067;Bacillus_thuringiensis_serovar_konkukian_97_27_uid58089;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_thuringiensis;Bacilli;1;281309;Human
2068;Bacillus_weihenstephanensis_KBAB4_uid58315;Bacteria;Firmicutes;Bacilli;Bacillus;Bacillus_weihenstephanensis;Bacilli;1;315730;Soil and Sediment
2151;Brevibacillus_brevis_NBRC_100599_uid59175;Bacteria;Firmicutes;Bacilli;Brevibacillus;Brevibacillus_brevis;Bacilli;1;358681;Soil and Sediment
2297;Carnobacterium_17_4_uid65789;Bacteria;Firmicutes;Bacilli;Carnobacterium;Carnobacterium_17;Bacilli;1;208596;Marine Environment
2573;Enterococcus_faecalis_62_uid159663;Bacteria;Firmicutes;Bacilli;Enterococcus;Enterococcus_faecalis;Bacilli;1;936153;Human
2574;Enterococcus_faecalis_D32_uid171261;Bacteria;Firmicutes;Bacilli;Enterococcus;Enterococcus_faecalis;Bacilli;1;1206105;Not Annotated
2575;Enterococcus_faecalis_OG1RF_uid54927;Bacteria;Firmicutes;Bacilli;Enterococcus;Enterococcus_faecalis;Bacilli;1;474186;Host
2576;Enterococcus_faecalis_V583_uid57669;Bacteria;Firmicutes;Bacilli;Enterococcus;Enterococcus_faecalis;Bacilli;1;226185;Human
2577;Enterococcus_faecium_Aus0004_uid87025;Bacteria;Firmicutes;Bacilli;Enterococcus;Enterococcus_faecium;Bacilli;1;1155766;Human
2578;Enterococcus_faecium_DO_uid55353;Bacteria;Firmicutes;Bacilli;Enterococcus;Enterococcus_faecium;Bacilli;1;333849;Human
2579;Enterococcus_hirae_ATCC_9790_uid70619;Bacteria;Firmicutes;Bacilli;Enterococcus;Enterococcus_hirae;Bacilli;1;768486;Host
2651;Exiguobacterium_antarcticum_B7_uid176125;Bacteria;Firmicutes;Bacilli;Exiguobacterium;Exiguobacterium_antarcticum;Bacilli;1;1087448;Fresh water
